200.9941	2347.203025665374
200.8964	1615.2633821726627
200.7988	2000.9442905730623
200.7011	2195.5284396637867
200.6035	1759.8327397305343
200.5059	1665.8432344243165
200.4082	1926.8251653220489
200.3106	1202.4764458102
200.2129	-432.39014050600576
200.1153	-831.197478162543
200.0176	844.421414354665
199.92	2425.6484545952635
199.8223	2060.9961219740417
199.7247	1126.8380361343684
199.627	1815.280374383568
199.5294	3560.959858466873
199.4317	4125.220463575924
199.3341	3024.035213566001
199.2365	1691.9250452630538
199.1388	1061.2119933658773
199.0412	940.7769849097031
198.9435	1166.383189761294
198.8459	1617.070137086554
198.7482	1619.5717946074835
198.6506	838.0494936289813
198.5529	166.34849971988575
198.4553	419.17184633245233
198.3576	918.2697968739153
198.26	682.7899869522911
198.1624	76.90794748183953
198.0647	-88.54879279655671
197.9671	5.895304974050077
197.8694	89.49499876023953
197.7718	791.3735295959066
197.6741	2013.131753256156
197.5765	1871.477712960378
197.4788	-473.91093771642693
197.3812	-2411.232453360782
197.2835	-1136.9529826064643
197.1859	1743.1162221627214
197.0882	2120.690310095507
196.9906	-597.61736898052
196.8929	-2815.093168142877
196.7953	-2238.6037353438646
196.6977	-623.1908479391551
196.6	-187.73608552286842
196.5024	-440.48299270127353
196.4047	-63.912228155534535
196.3071	557.58986575017
196.2094	468.8032280774345
196.1118	30.848818713039577
196.0141	88.234474452384
195.9165	524.1155574421202
195.8188	824.2837022024521
195.7212	916.3404731488613
195.6235	588.5870025173133
195.5259	-621.6985429988805
195.4282	-2160.7305334570806
195.3306	-2491.4146998771002
195.233	-1268.0296281332742
195.1353	-96.16190640590781
195.0377	-246.5101622680318
194.94	-1020.1780715497883
194.8424	-1301.6694595145227
194.7447	-1245.455104317869
194.6471	-1320.3049289042829
194.5494	-1119.7309137641842
194.4518	-405.2614795138905
194.3541	-68.07820898794643
194.2565	-716.1389204652353
194.1588	-1410.6466991338139
194.0612	-1110.2149609257895
193.9635	-325.3340933921652
193.8659	-47.4273101088819
193.7682	-93.07930099937153
193.6706	116.2555227260271
193.573	179.43166522585943
193.4753	-362.2737717269307
193.3777	-705.6878957770939
193.28	-74.10970282031138
193.1824	495.9442018880627
193.0847	-486.8693799536394
192.9871	-2364.9963512017735
192.8895	-3004.2292119014337
192.7918	-1853.0866645170986
192.6942	-508.2860082891354
192.5965	-213.2462475760883
192.4989	-505.45467919511066
192.4012	-590.2325099448864
192.3036	-529.3606342095827
192.2059	-643.3195612378935
192.1083	-925.9911829711784
192.0106	-1385.8453111180606
191.913	-1995.2559351672207
191.8153	-2240.7341692971813
191.7177	-1770.8380005340243
191.62	-1360.7567455361911
191.5224	-1922.6377888571924
191.4248	-2697.2008397526283
191.3271	-2094.682309971916
191.2295	-440.81738034154085
191.1318	57.238526236723885
191.0342	-1348.47386856589
190.9365	-2618.6550901665464
190.8389	-1992.4972143861478
190.7412	-569.8725691675
190.6436	-339.27492781343847
190.5459	-1098.5479208027161
190.4483	-1151.8679189098482
190.3506	-112.42905515989094
190.253	808.8214022112645
190.1553	754.0923176218502
190.0577	-130.44957461504492
189.9601	-1488.684593250225
189.8624	-2684.8484596056232
189.7648	-2530.7184355258014
189.6671	-798.3465630295357
189.5695	514.6687986137142
189.4718	-590.3249952083889
189.3742	-2941.9876011796605
189.2765	-3481.422666516651
189.1789	-1681.2952453069333
189.0813	-166.60156213954136
188.9836	-488.8095442224622
188.886	-1029.0977417295867
188.7883	-270.28140843428287
188.6907	522.9653081125288
188.593	-179.31864850444134
188.4954	-1216.5206232023554
188.3977	-762.490975049325
188.3001	335.6307536820903
188.2024	-15.410398739999323
188.1048	-1455.0252719326509
188.0071	-1771.3483303025453
187.9095	-698.0576108002808
187.8118	-226.50058051839892
187.7142	-1098.651173730028
187.6165	-1754.8794602246953
187.5189	-1269.9715715869909
187.4213	-777.2597437333291
187.3236	-1092.885215292486
187.226	-1204.8211137960568
187.1283	-292.6467158243955
187.0307	685.7391538073633
186.933	709.1538157824816
186.8354	345.6655480135552
186.7377	393.32896843607404
186.6401	354.6320577016936
186.5424	-374.42496901331674
186.4448	-1120.958228306854
186.3472	-1153.829363640007
186.2495	-1098.2786212488877
186.1519	-1669.4686135849504
186.0542	-2073.6659324197385
185.9566	-1280.0388874255327
185.8589	-53.08217317363392
185.7613	-62.60489654555221
185.6636	-1484.986454924066
185.566	-2955.8688523882574
185.4683	-3481.0323891441626
185.3707	-3070.928966456719
185.2731	-1971.2890355066554
185.1754	-669.0385503142047
185.0778	-246.0782079017079
184.9801	-1253.2423155845586
184.8825	-2491.4164675413936
184.7848	-2358.7658739525805
184.6872	-1225.168826141118
184.5895	-944.0024371644097
184.4919	-1995.115395477819
184.3942	-2696.702517027911
184.2966	-1652.3199873903548
184.1989	355.5322745869353
184.1013	1534.3214862201064
184.0036	1174.5393257476421
183.906	-39.29788661030767
183.8083	-1108.7207755411791
183.7107	-1518.981317908569
183.6131	-1344.7444771798193
183.5154	-992.33601976515
183.4178	-748.4907181314197
183.3201	-564.0928043344235
183.2225	-410.8592478938605
